Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Daily_Operating_Cost,Maintenance_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend
2024-05-16,US_A04,Ultrasound,Radiology,10,4.21,0.421,8,357.74,0.0,1670.17,Thursday,May,False
2024-05-16,MAMMO_B05,Mammography Unit,Women's Health,8,2.61,0.326,7,391.19,0.0,1704.84,Thursday,May,False
2024-05-16,MRI_C06,MRI Scanner,Radiology,16,12.12,0.757,31,5453.27,0.0,32649.62,Thursday,May,False
2024-05-16,CT_A07,CT Scanner,Radiology,20,20.0,1.0,65,7600.0,0.0,63661.38,Thursday,May,False
2024-05-16,XRAY_B08,X-Ray Machine,Radiology,12,9.07,0.756,34,1088.93,0.0,3721.29,Thursday,May,False
2024-05-16,US_C09,Ultrasound,Radiology,10,7.54,0.754,17,641.15,0.0,3374.52,Thursday,May,False
2024-05-16,MAMMO_A10,Mammography Unit,Women's Health,8,6.23,0.779,10,934.93,0.0,2415.17,Thursday,May,False
2024-05-16,MRI_B11,MRI Scanner,Radiology,16,11.9,0.744,29,5355.36,0.0,32007.54,Thursday,May,False
2024-05-16,CT_C12,CT Scanner,Radiology,20,15.92,0.796,41,6050.41,0.0,39036.25,Thursday,May,False
2024-05-17,MRI_A01,MRI Scanner,Radiology,16,13.1,0.819,42,5896.85,262.77,52838.25,Friday,May,False
2024-05-17,CT_B02,CT Scanner,Radiology,20,18.32,0.916,53,6962.82,0.0,42861.43,Friday,May,False
2024-05-17,XRAY_C03,X-Ray Machine,Radiology,12,6.68,0.557,13,802.09,0.0,1315.38,Friday,May,False
2024-05-17,US_A04,Ultrasound,Radiology,10,8.91,0.891,15,757.58,0.0,3469.95,Friday,May,False
2024-05-17,MAMMO_B05,Mammography Unit,Women's Health,8,5.43,0.678,15,813.89,0.0,3336.83,Friday,May,False
2024-05-17,MRI_C06,MRI Scanner,Radiology,16,11.96,0.748,24,5383.82,0.0,30683.89,Friday,May,False
2024-05-17,CT_A07,CT Scanner,Radiology,20,16.74,0.837,51,6361.38,0.0,51490.29,Friday,May,False
2024-05-17,XRAY_B08,X-Ray Machine,Radiology,12,8.84,0.736,28,1060.42,0.0,4057.86,Friday,May,False
2024-05-17,US_C09,Ultrasound,Radiology,10,6.97,0.697,19,592.03,0.0,4021.3,Friday,May,False
2024-05-17,MAMMO_A10,Mammography Unit,Women's Health,8,5.63,0.703,10,843.9,0.0,2555.09,Friday,May,False
2024-05-17,MRI_B11,MRI Scanner,Radiology,16,16.0,1.0,36,7200.0,0.0,37232.21,Friday,May,False
2024-05-17,CT_C12,CT Scanner,Radiology,20,17.53,0.877,33,6661.46,0.0,26835.23,Friday,May,False
2024-05-18,MRI_A01,MRI Scanner,Radiology,16,4.52,0.283,11,2035.62,0.0,14582.72,Saturday,May,True
2024-05-18,CT_B02,CT Scanner,Radiology,20,4.06,0.203,9,1543.25,0.0,9351.44,Saturday,May,True
2024-05-18,XRAY_C03,X-Ray Machine,Radiology,12,2.36,0.197,6,283.16,0.0,716.92,Saturday,May,True
2024-05-18,US_A04,Ultrasound,Radiology,10,2.0,0.2,5,170.42,0.0,1155.06,Saturday,May,True
2024-05-18,MAMMO_B05,Mammography Unit,Women's Health,8,1.6,0.2,3,239.59,0.0,789.13,Saturday,May,True
2024-05-18,MRI_C06,MRI Scanner,Radiology,16,2.23,0.139,6,1004.1,0.0,6483.54,Saturday,May,True
2024-05-18,CT_A07,CT Scanner,Radiology,20,6.74,0.337,11,2562.24,0.0,10859.35,Saturday,May,True
2024-05-18,XRAY_B08,X-Ray Machine,Radiology,12,1.65,0.138,4,198.13,160.49,640.9,Saturday,May,True
2024-05-18,US_C09,Ultrasound,Radiology,10,3.42,0.342,6,290.36,0.0,1463.6,Saturday,May,True
2024-05-18,MAMMO_A10,Mammography Unit,Women's Health,8,1.92,0.24,5,287.88,0.0,1386.19,Saturday,May,True
2024-05-18,MRI_B11,MRI Scanner,Radiology,16,7.07,0.442,12,3181.86,188.74,14487.88,Saturday,May,True
2024-05-18,CT_C12,CT Scanner,Radiology,20,5.24,0.262,10,1992.12,0.0,7083.61,Saturday,May,True
2024-05-19,MRI_A01,MRI Scanner,Radiology,16,4.17,0.261,6,1877.24,275.74,7495.69,Sunday,May,True
2024-05-19,CT_B02,CT Scanner,Radiology,20,7.02,0.351,13,2668.95,0.0,11239.74,Sunday,May,True
2024-05-19,XRAY_C03,X-Ray Machine,Radiology,12,2.46,0.205,5,295.35,0.0,720.48,Sunday,May,True
2024-05-19,US_A04,Ultrasound,Radiology,10,2.37,0.237,6,201.48,0.0,1152.35,Sunday,May,True
2024-05-19,MAMMO_B05,Mammography Unit,Women's Health,8,1.89,0.237,3,284.02,0.0,884.75,Sunday,May,True
2024-05-19,MRI_C06,MRI Scanner,Radiology,16,5.37,0.336,10,2417.94,0.0,12663.49,Sunday,May,True
2024-05-19,CT_A07,CT Scanner,Radiology,20,5.9,0.295,18,2242.33,210.03,17267.48,Sunday,May,True
2024-05-19,XRAY_B08,X-Ray Machine,Radiology,12,4.06,0.338,10,486.87,0.0,1397.23,Sunday,May,True
2024-05-19,US_C09,Ultrasound,Radiology,10,1.99,0.199,6,168.95,0.0,1227.75,Sunday,May,True
2024-05-19,MAMMO_A10,Mammography Unit,Women's Health,8,1.87,0.233,4,279.83,0.0,1048.47,Sunday,May,True
2024-05-19,MRI_B11,MRI Scanner,Radiology,16,5.63,0.352,6,2533.36,0.0,6878.0,Sunday,May,True
2024-05-19,CT_C12,CT Scanner,Radiology,20,5.14,0.257,13,1953.22,0.0,11590.17,Sunday,May,True
2024-05-20,MRI_A01,MRI Scanner,Radiology,16,12.58,0.786,27,5660.15,0.0,32865.8,Monday,May,False
2024-05-20,CT_B02,CT Scanner,Radiology,20,16.8,0.84,43,6382.74,0.0,39895.86,Monday,May,False
2024-05-20,XRAY_C03,X-Ray Machine,Radiology,12,7.87,0.655,16,943.9,0.0,2514.44,Monday,May,False
2024-05-20,US_A04,Ultrasound,Radiology,10,6.22,0.622,15,528.38,0.0,2666.55,Monday,May,False
2024-05-20,MAMMO_B05,Mammography Unit,Women's Health,8,4.83,0.603,12,723.87,0.0,2781.13,Monday,May,False
2024-05-20,MRI_C06,MRI Scanner,Radiology,16,7.74,0.483,15,3481.03,0.0,16260.52,Monday,May,False
2024-05-20,CT_A07,CT Scanner,Radiology,20,18.14,0.907,38,6891.51,238.73,34812.57,Monday,May,False
2024-05-20,XRAY_B08,X-Ray Machine,Radiology,12,5.92,0.493,13,710.08,0.0,2144.43,Monday,May,False
2024-05-20,US_C09,Ultrasound,Radiology,10,8.8,0.88,17,748.32,0.0,3119.9,Monday,May,False
2024-05-20,MAMMO_A10,Mammography Unit,Women's Health,8,4.67,0.584,13,700.65,0.0,2528.57,Monday,May,False
2024-05-20,MRI_B11,MRI Scanner,Radiology,16,8.64,0.54,20,3888.34,0.0,21208.7,Monday,May,False
2024-05-20,CT_C12,CT Scanner,Radiology,20,16.89,0.844,38,6417.99,0.0,37868.09,Monday,May,False
2024-05-21,MRI_A01,MRI Scanner,Radiology,16,15.43,0.964,49,6943.06,0.0,60474.36,Tuesday,May,False
2024-05-21,CT_B02,CT Scanner,Radiology,20,15.01,0.75,34,5702.57,0.0,33808.1,Tuesday,May,False
2024-05-21,XRAY_C03,X-Ray Machine,Radiology,12,7.62,0.635,25,914.99,0.0,4072.44,Tuesday,May,False
2024-05-21,US_A04,Ultrasound,Radiology,10,5.3,0.53,17,450.3,0.0,3230.29,Tuesday,May,False
2024-05-21,MAMMO_B05,Mammography Unit,Women's Health,8,6.72,0.839,14,1007.32,0.0,3421.78,Tuesday,May,False
2024-05-21,MRI_C06,MRI Scanner,Radiology,16,12.61,0.788,27,5674.66,0.0,37848.04,Tuesday,May,False
2024-05-21,CT_A07,CT Scanner,Radiology,20,14.88,0.744,38,5653.91,0.0,31872.71,Tuesday,May,False
2024-05-21,XRAY_B08,X-Ray Machine,Radiology,12,6.98,0.581,18,837.14,0.0,2919.16,Tuesday,May,False
2024-05-21,US_C09,Ultrasound,Radiology,10,7.53,0.753,29,640.14,0.0,5203.8,Tuesday,May,False
2024-05-21,MAMMO_A10,Mammography Unit,Women's Health,8,4.61,0.576,13,691.39,0.0,2740.4,Tuesday,May,False
2024-05-21,MRI_B11,MRI Scanner,Radiology,16,8.42,0.526,16,3788.14,0.0,17429.4,Tuesday,May,False
2024-05-21,CT_C12,CT Scanner,Radiology,20,17.49,0.875,39,6646.52,0.0,33323.28,Tuesday,May,False
2024-05-22,MRI_A01,MRI Scanner,Radiology,16,11.57,0.723,34,5206.12,0.0,37673.4,Wednesday,May,False
2024-05-22,CT_B02,CT Scanner,Radiology,20,16.53,0.826,28,6280.2,0.0,26072.22,Wednesday,May,False
2024-05-22,XRAY_C03,X-Ray Machine,Radiology,12,8.86,0.739,31,1063.53,0.0,4723.51,Wednesday,May,False
2024-05-22,US_A04,Ultrasound,Radiology,10,7.0,0.7,17,594.69,0.0,3501.06,Wednesday,May,False
2024-05-22,MAMMO_B05,Mammography Unit,Women's Health,8,7.47,0.933,10,1120.14,0.0,2603.4,Wednesday,May,False
2024-05-22,MRI_C06,MRI Scanner,Radiology,16,9.72,0.607,33,4372.12,0.0,39473.09,Wednesday,May,False
2024-05-22,CT_A07,CT Scanner,Radiology,20,17.08,0.854,23,6490.57,0.0,18281.87,Wednesday,May,False
2024-05-22,XRAY_B08,X-Ray Machine,Radiology,12,9.38,0.781,17,1125.04,0.0,2760.15,Wednesday,May,False
2024-05-22,US_C09,Ultrasound,Radiology,10,6.74,0.674,20,572.68,200.44,3390.34,Wednesday,May,False
2024-05-22,MAMMO_A10,Mammography Unit,Women's Health,8,5.94,0.743,13,891.42,0.0,3479.61,Wednesday,May,False
2024-05-22,MRI_B11,MRI Scanner,Radiology,16,9.36,0.585,26,4213.17,118.95,29022.77,Wednesday,May,False
2024-05-22,CT_C12,CT Scanner,Radiology,20,18.29,0.915,50,6950.28,0.0,51926.14,Wednesday,May,False
2024-05-23,MRI_A01,MRI Scanner,Radiology,16,15.77,0.986,37,7098.19,0.0,49864.32,Thursday,May,False
2024-05-23,CT_B02,CT Scanner,Radiology,20,17.63,0.882,29,6699.43,0.0,23845.01,Thursday,May,False
2024-05-23,XRAY_C03,X-Ray Machine,Radiology,12,7.53,0.627,15,903.2,0.0,2406.41,Thursday,May,False
2024-05-23,US_A04,Ultrasound,Radiology,10,4.72,0.472,10,401.32,0.0,1832.52,Thursday,May,False
2024-05-23,MAMMO_B05,Mammography Unit,Women's Health,8,1.43,0.179,2,214.35,0.0,508.93,Thursday,May,False
2024-05-23,MRI_C06,MRI Scanner,Radiology,16,11.58,0.724,34,5211.56,0.0,40790.33,Thursday,May,False
2024-05-23,CT_A07,CT Scanner,Radiology,20,15.7,0.785,54,5964.23,0.0,57512.74,Thursday,May,False
2024-05-23,XRAY_B08,X-Ray Machine,Radiology,12,6.6,0.55,14,792.48,0.0,1785.94,Thursday,May,False
2024-05-23,US_C09,Ultrasound,Radiology,10,6.98,0.698,16,593.33,178.21,3293.87,Thursday,May,False
2024-05-23,MAMMO_A10,Mammography Unit,Women's Health,8,7.72,0.965,17,1158.24,0.0,4446.15,Thursday,May,False
2024-05-23,MRI_B11,MRI Scanner,Radiology,16,14.23,0.889,22,6402.34,0.0,26186.36,Thursday,May,False
2024-05-23,CT_C12,CT Scanner,Radiology,20,16.71,0.836,39,6349.96,0.0,30532.6,Thursday,May,False
2024-05-24,MRI_A01,MRI Scanner,Radiology,16,16.0,1.0,43,7200.0,0.0,47508.47,Friday,May,False
2024-05-24,CT_B02,CT Scanner,Radiology,20,20.0,1.0,57,7600.0,0.0,51951.86,Friday,May,False
2024-05-24,XRAY_C03,X-Ray Machine,Radiology,12,5.38,0.448,11,645.59,0.0,1929.4,Friday,May,False
2024-05-24,US_A04,Ultrasound,Radiology,10,7.05,0.705,14,599.17,0.0,2801.59,Friday,May,False
2024-05-24,MAMMO_B05,Mammography Unit,Women's Health,8,3.81,0.476,11,571.64,0.0,3011.02,Friday,May,False
2024-05-24,MRI_C06,MRI Scanner,Radiology,16,11.57,0.723,29,5206.62,0.0,39009.04,Friday,May,False
2024-05-24,CT_A07,CT Scanner,Radiology,20,16.97,0.849,51,6449.5,0.0,42298.34,Friday,May,False
2024-05-24,XRAY_B08,X-Ray Machine,Radiology,12,9.34,0.778,27,1120.3,0.0,3927.68,Friday,May,False
2024-05-24,US_C09,Ultrasound,Radiology,10,4.84,0.484,10,411.41,0.0,1833.47,Friday,May,False
2024-05-24,MAMMO_A10,Mammography Unit,Women's Health,8,3.91,0.489,8,586.8,0.0,2169.08,Friday,May,False
2024-05-24,MRI_B11,MRI Scanner,Radiology,16,12.45,0.778,30,5601.95,0.0,42090.61,Friday,May,False
2024-05-24,CT_C12,CT Scanner,Radiology,20,20.0,1.0,33,7600.0,104.6,32702.19,Friday,May,False
2024-05-25,MRI_A01,MRI Scanner,Radiology,16,8.19,0.512,15,3684.55,0.0,18809.69,Saturday,May,True
2024-05-25,CT_B02,CT Scanner,Radiology,20,6.4,0.32,17,2433.89,0.0,15236.82,Saturday,May,True
2024-05-25,XRAY_C03,X-Ray Machine,Radiology,12,1.85,0.154,5,221.52,0.0,754.13,Saturday,May,True
2024-05-25,US_A04,Ultrasound,Radiology,10,3.17,0.317,8,269.12,141.8,1542.72,Saturday,May,True
2024-05-25,MAMMO_B05,Mammography Unit,Women's Health,8,1.37,0.171,2,205.48,0.0,529.63,Saturday,May,True
2024-05-25,MRI_C06,MRI Scanner,Radiology,16,4.69,0.293,13,2109.35,0.0,14470.7,Saturday,May,True
2024-05-25,CT_A07,CT Scanner,Radiology,20,7.83,0.391,14,2973.9,0.0,11975.68,Saturday,May,True
2024-05-25,XRAY_B08,X-Ray Machine,Radiology,12,1.2,0.1,2,144.0,0.0,306.92,Saturday,May,True
2024-05-25,US_C09,Ultrasound,Radiology,10,3.08,0.308,6,261.52,0.0,1075.95,Saturday,May,True
2024-05-25,MAMMO_A10,Mammography Unit,Women's Health,8,1.74,0.218,3,261.63,0.0,751.47,Saturday,May,True
2024-05-25,MRI_B11,MRI Scanner,Radiology,16,4.05,0.253,11,1822.02,0.0,12821.17,Saturday,May,True
2024-05-25,CT_C12,CT Scanner,Radiology,20,7.9,0.395,18,3003.7,0.0,15685.18,Saturday,May,True
2024-05-26,MRI_A01,MRI Scanner,Radiology,16,4.39,0.274,13,1974.68,0.0,16657.45,Sunday,May,True
2024-05-26,CT_B02,CT Scanner,Radiology,20,8.38,0.419,25,3184.58,0.0,18298.63,Sunday,May,True
2024-05-26,XRAY_C03,X-Ray Machine,Radiology,12,2.8,0.234,7,336.27,0.0,943.01,Sunday,May,True
2024-05-26,US_A04,Ultrasound,Radiology,10,1.77,0.177,3,150.68,0.0,524.9,Sunday,May,True
2024-05-26,MAMMO_B05,Mammography Unit,Women's Health,8,1.98,0.248,6,297.07,0.0,1500.59,Sunday,May,True
2024-05-26,MRI_C06,MRI Scanner,Radiology,16,4.23,0.265,12,1904.5,207.72,16008.02,Sunday,May,True
2024-05-26,CT_A07,CT Scanner,Radiology,20,7.02,0.351,19,2668.67,182.89,17493.4,Sunday,May,True
2024-05-26,XRAY_B08,X-Ray Machine,Radiology,12,3.23,0.269,6,387.2,297.21,894.74,Sunday,May,True
2024-05-26,US_C09,Ultrasound,Radiology,10,3.33,0.333,6,282.96,0.0,1193.81,Sunday,May,True
2024-05-26,MAMMO_A10,Mammography Unit,Women's Health,8,2.0,0.249,4,299.36,0.0,1134.92,Sunday,May,True
2024-05-26,MRI_B11,MRI Scanner,Radiology,16,4.82,0.301,12,2170.55,250.11,13366.22,Sunday,May,True
2024-05-26,CT_C12,CT Scanner,Radiology,20,8.44,0.422,29,3207.52,0.0,28325.5,Sunday,May,True
2024-05-27,MRI_A01,MRI Scanner,Radiology,16,11.34,0.708,24,5100.96,0.0,29982.74,Monday,May,False
2024-05-27,CT_B02,CT Scanner,Radiology,20,13.69,0.685,30,5202.92,0.0,26834.68,Monday,May,False
2024-05-27,XRAY_C03,X-Ray Machine,Radiology,12,9.07,0.756,27,1088.43,0.0,3616.12,Monday,May,False
2024-05-27,US_A04,Ultrasound,Radiology,10,8.8,0.88,20,747.7,0.0,3800.42,Monday,May,False
2024-05-27,MAMMO_B05,Mammography Unit,Women's Health,8,4.79,0.599,12,718.77,179.25,2748.09,Monday,May,False
2024-05-27,MRI_C06,MRI Scanner,Radiology,16,10.2,0.637,26,4588.64,0.0,33430.01,Monday,May,False
2024-05-27,CT_A07,CT Scanner,Radiology,20,16.44,0.822,46,6246.84,0.0,44616.5,Monday,May,False
2024-05-27,XRAY_B08,X-Ray Machine,Radiology,12,10.95,0.913,34,1314.18,0.0,5248.6,Monday,May,False
2024-05-27,US_C09,Ultrasound,Radiology,10,7.05,0.705,20,599.38,0.0,4292.83,Monday,May,False
2024-05-27,MAMMO_A10,Mammography Unit,Women's Health,8,8.0,1.0,9,1200.0,0.0,2710.96,Monday,May,False
2024-05-27,MRI_B11,MRI Scanner,Radiology,16,8.1,0.506,17,3644.47,0.0,20466.58,Monday,May,False
2024-05-27,CT_C12,CT Scanner,Radiology,20,16.2,0.81,43,6157.14,0.0,34222.64,Monday,May,False
2024-05-28,MRI_A01,MRI Scanner,Radiology,16,12.77,0.798,23,5748.31,0.0,26132.02,Tuesday,May,False
2024-05-28,CT_B02,CT Scanner,Radiology,20,19.51,0.976,64,7414.19,0.0,48548.62,Tuesday,May,False
2024-05-28,XRAY_C03,X-Ray Machine,Radiology,12,5.79,0.482,7,694.33,0.0,967.83,Tuesday,May,False
2024-05-28,US_A04,Ultrasound,Radiology,10,6.68,0.668,18,567.88,0.0,3765.89,Tuesday,May,False
2024-05-28,MAMMO_B05,Mammography Unit,Women's Health,8,2.36,0.296,6,354.64,172.24,1213.64,Tuesday,May,False
2024-05-28,MRI_C06,MRI Scanner,Radiology,16,13.85,0.865,42,6231.13,0.0,43502.66,Tuesday,May,False
2024-05-28,CT_A07,CT Scanner,Radiology,20,19.52,0.976,51,7417.64,0.0,33114.99,Tuesday,May,False
2024-05-28,XRAY_B08,X-Ray Machine,Radiology,12,10.17,0.848,25,1220.65,0.0,3653.31,Tuesday,May,False
2024-05-28,US_C09,Ultrasound,Radiology,10,9.46,0.946,26,803.9,0.0,4392.29,Tuesday,May,False
2024-05-28,MAMMO_A10,Mammography Unit,Women's Health,8,5.87,0.733,14,879.83,0.0,3224.12,Tuesday,May,False
2024-05-28,MRI_B11,MRI Scanner,Radiology,16,14.89,0.931,30,6702.28,0.0,40235.37,Tuesday,May,False
2024-05-28,CT_C12,CT Scanner,Radiology,20,15.15,0.757,47,5756.2,0.0,48206.55,Tuesday,May,False
2024-05-29,MRI_A01,MRI Scanner,Radiology,16,13.34,0.834,32,6003.42,0.0,32594.74,Wednesday,May,False
2024-05-29,CT_B02,CT Scanner,Radiology,20,18.28,0.914,40,6947.89,0.0,32011.73,Wednesday,May,False
2024-05-29,XRAY_C03,X-Ray Machine,Radiology,12,8.1,0.675,12,971.79,0.0,2118.48,Wednesday,May,False
2024-05-29,US_A04,Ultrasound,Radiology,10,7.32,0.732,25,622.13,0.0,4508.86,Wednesday,May,False
2024-05-29,MAMMO_B05,Mammography Unit,Women's Health,8,5.88,0.735,9,882.03,0.0,1876.02,Wednesday,May,False
2024-05-29,MRI_C06,MRI Scanner,Radiology,16,13.49,0.843,28,6069.24,188.81,32860.74,Wednesday,May,False
2024-05-29,CT_A07,CT Scanner,Radiology,20,16.69,0.835,42,6343.8,0.0,36674.33,Wednesday,May,False
2024-05-29,XRAY_B08,X-Ray Machine,Radiology,12,7.71,0.642,23,924.61,0.0,2633.22,Wednesday,May,False
2024-05-29,US_C09,Ultrasound,Radiology,10,7.57,0.757,15,643.11,0.0,3049.01,Wednesday,May,False
2024-05-29,MAMMO_A10,Mammography Unit,Women's Health,8,1.81,0.226,3,271.22,0.0,829.59,Wednesday,May,False
2024-05-29,MRI_B11,MRI Scanner,Radiology,16,10.96,0.685,37,4931.94,181.74,46504.75,Wednesday,May,False
2024-05-29,CT_C12,CT Scanner,Radiology,20,18.67,0.934,42,7094.81,0.0,36371.71,Wednesday,May,False
2024-05-30,MRI_A01,MRI Scanner,Radiology,16,10.85,0.678,26,4883.93,0.0,33009.83,Thursday,May,False
2024-05-30,CT_B02,CT Scanner,Radiology,20,17.22,0.861,54,6543.27,0.0,48940.63,Thursday,May,False
2024-05-30,XRAY_C03,X-Ray Machine,Radiology,12,7.64,0.637,18,916.73,0.0,2506.88,Thursday,May,False
2024-05-30,US_A04,Ultrasound,Radiology,10,5.89,0.589,15,500.59,0.0,3158.19,Thursday,May,False
2024-05-30,MAMMO_B05,Mammography Unit,Women's Health,8,0.8,0.1,2,120.0,0.0,474.93,Thursday,May,False
2024-05-30,MRI_C06,MRI Scanner,Radiology,16,12.01,0.751,27,5405.8,0.0,37362.52,Thursday,May,False
2024-05-30,CT_A07,CT Scanner,Radiology,20,20.0,1.0,42,7600.0,0.0,40775.89,Thursday,May,False
2024-05-30,XRAY_B08,X-Ray Machine,Radiology,12,9.81,0.818,21,1177.35,0.0,2803.03,Thursday,May,False
2024-05-30,US_C09,Ultrasound,Radiology,10,8.87,0.887,18,753.81,0.0,3496.48,Thursday,May,False
2024-05-30,MAMMO_A10,Mammography Unit,Women's Health,8,3.15,0.394,6,472.7,299.44,1784.68,Thursday,May,False
2024-05-30,MRI_B11,MRI Scanner,Radiology,16,11.73,0.733,35,5277.08,0.0,42161.93,Thursday,May,False
2024-05-30,CT_C12,CT Scanner,Radiology,20,19.85,0.992,30,7542.05,0.0,30205.11,Thursday,May,False
2024-05-31,MRI_A01,MRI Scanner,Radiology,16,9.68,0.605,22,4358.03,163.78,24902.16,Friday,May,False
2024-05-31,CT_B02,CT Scanner,Radiology,20,18.53,0.926,48,7040.64,0.0,43627.07,Friday,May,False
2024-05-31,XRAY_C03,X-Ray Machine,Radiology,12,3.34,0.278,11,400.67,0.0,2050.37,Friday,May,False
2024-05-31,US_A04,Ultrasound,Radiology,10,6.08,0.608,21,516.86,0.0,4020.94,Friday,May,False
2024-05-31,MAMMO_B05,Mammography Unit,Women's Health,8,5.52,0.69,13,828.04,0.0,3761.86,Friday,May,False
2024-05-31,MRI_C06,MRI Scanner,Radiology,16,13.82,0.864,35,6219.51,0.0,49028.81,Friday,May,False
2024-05-31,CT_A07,CT Scanner,Radiology,20,17.67,0.884,57,6716.48,0.0,50203.84,Friday,May,False
2024-05-31,XRAY_B08,X-Ray Machine,Radiology,12,3.44,0.286,6,412.2,0.0,1053.01,Friday,May,False
2024-05-31,US_C09,Ultrasound,Radiology,10,7.02,0.702,19,596.9,0.0,3127.31,Friday,May,False
2024-05-31,MAMMO_A10,Mammography Unit,Women's Health,8,3.06,0.383,5,459.13,0.0,1042.49,Friday,May,False
2024-05-31,MRI_B11,MRI Scanner,Radiology,16,11.51,0.719,46,5179.54,135.76,55115.89,Friday,May,False
2024-05-31,CT_C12,CT Scanner,Radiology,20,20.0,1.0,60,7600.0,0.0,55323.62,Friday,May,False
2024-06-01,MRI_A01,MRI Scanner,Radiology,16,5.5,0.344,12,2473.98,0.0,16252.39,Saturday,June,True
2024-06-01,CT_B02,CT Scanner,Radiology,20,7.11,0.355,18,2700.14,0.0,14688.37,Saturday,June,True
2024-06-01,XRAY_C03,X-Ray Machine,Radiology,12,2.26,0.188,6,271.04,177.82,883.07,Saturday,June,True
2024-06-01,US_A04,Ultrasound,Radiology,10,2.57,0.257,5,218.81,0.0,930.52,Saturday,June,True
2024-06-01,MAMMO_B05,Mammography Unit,Women's Health,8,1.84,0.231,4,276.71,0.0,906.51,Saturday,June,True
2024-06-01,MRI_C06,MRI Scanner,Radiology,16,4.59,0.287,14,2063.63,0.0,18542.93,Saturday,June,True
2024-06-01,CT_A07,CT Scanner,Radiology,20,7.49,0.375,25,2846.35,0.0,27236.61,Saturday,June,True
2024-06-01,XRAY_B08,X-Ray Machine,Radiology,12,2.07,0.173,5,248.97,197.94,898.77,Saturday,June,True
2024-06-01,US_C09,Ultrasound,Radiology,10,2.81,0.281,7,238.65,0.0,1590.3,Saturday,June,True
2024-06-01,MAMMO_A10,Mammography Unit,Women's Health,8,1.71,0.214,4,256.81,0.0,1087.4,Saturday,June,True
2024-06-01,MRI_B11,MRI Scanner,Radiology,16,4.88,0.305,12,2193.89,0.0,13198.65,Saturday,June,True
2024-06-01,CT_C12,CT Scanner,Radiology,20,7.26,0.363,17,2759.23,0.0,16684.59,Saturday,June,True
2024-06-02,MRI_A01,MRI Scanner,Radiology,16,4.58,0.286,14,2062.45,0.0,15617.42,Sunday,June,True
2024-06-02,CT_B02,CT Scanner,Radiology,20,8.42,0.421,19,3199.27,0.0,20463.43,Sunday,June,True
2024-06-02,XRAY_C03,X-Ray Machine,Radiology,12,3.09,0.257,9,370.34,0.0,1207.37,Sunday,June,True
2024-06-02,US_A04,Ultrasound,Radiology,10,2.76,0.276,9,234.23,0.0,1268.24,Sunday,June,True
2024-06-02,MAMMO_B05,Mammography Unit,Women's Health,8,1.51,0.189,3,226.39,151.09,650.59,Sunday,June,True
2024-06-02,MRI_C06,MRI Scanner,Radiology,16,5.48,0.342,16,2464.08,0.0,17771.79,Sunday,June,True
2024-06-02,CT_A07,CT Scanner,Radiology,20,6.17,0.308,13,2342.86,0.0,11543.14,Sunday,June,True
2024-06-02,XRAY_B08,X-Ray Machine,Radiology,12,2.19,0.183,7,263.1,0.0,1057.69,Sunday,June,True
2024-06-02,US_C09,Ultrasound,Radiology,10,2.13,0.213,4,180.87,149.61,710.65,Sunday,June,True
2024-06-02,MAMMO_A10,Mammography Unit,Women's Health,8,3.26,0.407,8,488.29,0.0,1814.36,Sunday,June,True
2024-06-02,MRI_B11,MRI Scanner,Radiology,16,5.99,0.375,16,2697.16,109.54,18910.2,Sunday,June,True
2024-06-02,CT_C12,CT Scanner,Radiology,20,6.06,0.303,15,2301.94,208.77,14140.76,Sunday,June,True
2024-06-03,MRI_A01,MRI Scanner,Radiology,16,13.7,0.856,42,6164.2,0.0,52457.01,Monday,June,False
2024-06-03,CT_B02,CT Scanner,Radiology,20,17.16,0.858,29,6520.14,0.0,32283.84,Monday,June,False
2024-06-03,XRAY_C03,X-Ray Machine,Radiology,12,10.81,0.901,28,1297.7,0.0,4326.59,Monday,June,False
2024-06-03,US_A04,Ultrasound,Radiology,10,6.57,0.657,14,558.09,0.0,2805.05,Monday,June,False
2024-06-03,MAMMO_B05,Mammography Unit,Women's Health,8,6.74,0.842,14,1010.56,0.0,3644.18,Monday,June,False
2024-06-03,MRI_C06,MRI Scanner,Radiology,16,10.22,0.638,28,4596.79,0.0,30837.52,Monday,June,False
2024-06-03,CT_A07,CT Scanner,Radiology,20,13.91,0.695,28,5285.7,0.0,28777.03,Monday,June,False
2024-06-03,XRAY_B08,X-Ray Machine,Radiology,12,10.93,0.911,20,1311.86,0.0,3091.84,Monday,June,False
2024-06-03,US_C09,Ultrasound,Radiology,10,6.63,0.663,12,563.58,0.0,2866.45,Monday,June,False
2024-06-03,MAMMO_A10,Mammography Unit,Women's Health,8,3.81,0.477,7,571.9,0.0,1931.65,Monday,June,False
2024-06-03,MRI_B11,MRI Scanner,Radiology,16,13.83,0.865,46,6225.35,0.0,52609.21,Monday,June,False
2024-06-03,CT_C12,CT Scanner,Radiology,20,18.35,0.917,34,6972.76,0.0,29396.08,Monday,June,False
2024-06-04,MRI_A01,MRI Scanner,Radiology,16,7.42,0.464,20,3338.07,0.0,28733.63,Tuesday,June,False
